index,x1,x2,y
878,17.8708,25.2676,9
2093,9.9197,21.2012,21
2877,15.8974,21.4841,29
680,21.054,28.5819,7
2264,24.4005,27.6872,23
2500,22.8871,16.8542,26
2862,14.9291,23.4138,29
1604,11.21,14.2874,17
382,24.8605,23.4437,4
186,17.9651,12.5256,2
1108,26.7074,13.8573,12
1124,26.8638,13.9171,12
266,7.7324,9.5954,3
1178,26.7534,14.9383,12
2481,22.2569,5.9798,25
944,11.0214,21.6589,10
1472,19.3865,20.4192,15
209,8.1372,10.3015,3
557,27.402,10.9087,6
2470,21.5692,4.5561,25
1896,11.6631,8.2039,19
1742,25.9139,17.949,18
1586,7.8152,15.649,16
1312,17.213,14.0137,14
1926,5.6693,27.0225,20
2228,24.9341,28.2507,23
1728,27.0846,17.075,18
246,7.5277,10.6994,3
159,15.6398,11.2284,2
2776,10.5315,24.9571,28
2110,13.4134,26.7672,22
2106,14.3679,25.861,22
1773,26.9282,18.1146,18
3063,6.0442,17.0934,31
1374,16.1711,14.4208,14
3072,6.0879,16.1205,31
419,6.0304,20.1501,5
774,13.1972,19.4509,8
1534,7.7094,14.637,16
547,26.873,10.3613,6
1634,10.8374,14.2989,17
2999,5.5198,10.1681,30
2376,26.7051,23.3057,24
2562,24.1475,16.7208,26
1430,19.3727,19.5659,15
17,26.2198,5.7337,1
2863,15.6467,21.1575,29
691,21.4772,27.4848,7
415,4.6665,20.4514,5
1787,27.2571,16.9623,18
2963,5.069,10.8397,30
1620,11.762,13.4732,17
3088,4.816,17.0037,31
2318,27.126,20.7527,24
2683,22.6686,11.7321,27
258,9.6023,9.0526,3
422,4.3192,20.1708,5
1915,4.7677,28.5727,20
2800,14.4783,21.7647,29
2679,21.7808,12.1047,27
844,18.0824,27.6665,9
213,8.6869,11.0007,3
1445,20.3847,19.1197,15
365,24.5316,23.8071,4
2422,22.135,5.9821,25
336,24.7064,24.3476,4
2181,14.0919,26.5947,22
473,4.6987,19.5751,5
2292,24.2441,27.6481,23
2,25.2653,6.2466,1
224,8.1625,10.474,3
2100,14.2138,27.5331,22
2327,27.5883,22.0154,24
263,9.1837,9.8484,3
1687,12.4037,14.4093,17
1467,20.2375,20.0328,15
2941,5.4899,10.957,30
1529,9.4045,16.2194,16
974,12.8315,22.0223,10
2345,26.4084,21.5577,24
1979,4.5561,28.4784,20
897,18.1445,26.0887,9
782,12.8545,19.1473,8
1065,21.5761,7.8773,11
820,18.5332,27.0064,9
906,12.4152,21.9395,10
3076,5.3542,17.2015,31
1554,8.7237,15.189,16
2405,20.3709,6.0534,25
1131,27.7194,13.7998,12
629,20.0788,26.6177,7
2964,6.8055,9.4459,30
1291,16.224,8.9514,13
1898,12.0587,7.7347,19
2584,23.5518,15.8422,26
3042,5.7935,17.4499,31
2049,9.4597,21.0471,21
1837,10.5752,8.5903,19
1696,11.8356,15.4719,17
1642,11.5182,15.2626,17
459,4.4756,20.2766,5
2303,26.7143,21.8613,24
2770,10.1244,25.0031,28
725,13.8849,18.8621,8
2597,24.2257,16.0354,26
310,25.4332,25.4953,4
892,18.2963,25.3826,9
1255,13.8136,9.5655,13
2663,22.7514,11.2008,27
1364,16.6058,14.9912,14
2324,26.6108,22.1097,24
692,21.8107,27.333,7
2373,27.2571,22.6479,24
2492,22.2247,5.6302,25
2503,25.5804,15.4167,26
1859,11.601,8.9813,19
35,24.941,5.0184,1
712,13.05,18.2342,8
2560,22.963,14.8923,26
100,18.4941,12.5877,2
769,15.2212,19.0461,8
3020,5.7498,17.0014,31
1513,7.3966,15.8928,16
2379,26.5648,21.1506,24
1656,12.912,13.878,17
2553,24.0785,15.2833,26
227,9.209,11.0467,3
146,16.8749,11.5182,2
2743,9.393,23.239,28
697,20.7849,27.5446,7
1935,5.897,28.5336,20
2896,15.81,21.2794,29
590,26.3831,10.3038,6
2416,21.8659,6.0028,25
2409,22.9193,4.3583,25
904,11.5343,19.5636,10
2646,22.4064,12.5371,27
1697,11.2836,13.8159,17
2675,22.7146,12.0081,27
907,13.188,22.3167,10
2947,5.8924,10.6465,30
604,21.6175,27.3767,7
2845,15.3132,22.3558,29
1960,5.5612,27.6665,20
1543,7.9624,16.04,16
2769,9.922,23.7059,28
398,24.7984,24.4787,4
1969,6.2696,27.3215,20
2569,23.009,16.7116,26
272,8.9215,10.0577,3
2360,26.0542,23.1378,24
1088,24.1866,9.1814,11
998,12.6291,22.0752,10
2914,4.3353,10.1658,30
1540,8.3787,14.6278,16
2644,23.308,11.0191,27
1867,11.1134,7.2264,19
1413,20.1202,19.0737,15
1341,15.4765,14.0505,14
205,7.2103,11.1249,3
784,14.6485,18.7724,8
442,6.2673,18.7494,5
1403,19.6832,18.3515,15
2581,23.0343,16.7691,26
1106,24.6052,14.9958,12
2279,23.8485,28.0069,23
1286,15.1246,9.7978,13
616,21.7325,27.8804,7
2081,9.8783,19.5567,21
2027,8.312,21.3484,21
2602,23.0159,10.9478,27
2583,21.5853,16.3551,26
2615,22.7652,12.7142,27
1211,17.1141,9.7311,13
2737,10.5982,24.7616,28
1330,16.6679,14.5841,14
1900,4.3629,28.2208,20
596,26.0956,10.3751,6
1390,16.5713,15.2764,14
348,24.5891,24.297,4
444,4.7723,19.8373,5
1795,27.1352,18.9265,18
1786,27.5216,16.5345,18
1947,5.644,28.0621,20
2658,21.7187,12.2818,27
2348,27.3514,20.5894,24
466,3.8293,20.8424,5
3096,5.736,16.9991,31
2463,21.6589,5.8602,25
431,7.1321,19.7384,5
1095,21.6083,7.2655,11
1482,20.3502,20.0949,15
932,13.073,21.5301,10
3045,6.0465,17.5051,31
915,12.4267,21.1414,10
14,25.3021,6.1431,1
2155,14.729,27.4756,22
87,24.6328,6.7503,1
281,7.2816,10.2831,3
200,8.4155,9.7633,3
1910,4.7447,26.8132,20
2245,25.9944,27.0202,23
1978,4.7447,27.1214,20
2461,22.0568,5.782,25
269,7.9969,10.7063,3
3058,5.4531,17.4154,31
1842,10.98,8.9146,19
1251,15.6099,8.8709,13
2618,22.4455,11.9138,27
1883,11.8816,9.2872,19
2332,27.0202,20.6561,24
2827,16.1297,22.1419,29
1891,11.67,8.5765,19
256,7.737,10.3613,3
869,18.0318,25.1572,9
2802,14.5358,22.388,29
2875,15.8215,22.1373,29
1223,15.0372,9.554,13
2946,4.8091,9.6529,30
613,20.2053,27.6596,7
1793,26.3371,18.1192,18
2668,22.9216,11.6309,27
2828,15.2465,22.1695,29
2804,15.3822,21.7624,29
1132,26.1807,14.8026,12
2650,22.2891,11.9874,27
1804,11.0536,8.289,19
2563,23.0366,15.6743,26
129,17.9306,12.1898,2
1992,5.1081,27.5147,20
2901,5.8073,11.3227,30
143,19.3635,11.6286,2
819,18.0709,24.9502,9
2728,9.9289,24.7915,28
2030,7.806,22.0729,21
3004,5.8533,16.4103,31
2298,25.1411,27.0064,23
2319,26.5671,21.33,24
474,6.6974,20.0121,5
372,24.3752,24.4787,4
2397,26.2612,22.6134,24
152,16.1895,9.968,2
1611,11.3181,14.6347,17
1709,26.7005,16.9232,18
1646,11.1686,15.5133,17
2510,23.6116,16.8404,26
364,25.7184,23.9359,4
313,23.8692,23.8531,4
1137,26.4245,14.9176,12
550,27.0869,9.3033,6
1127,25.7092,15.0119,12
182,17.4982,11.9552,2
868,17.7742,26.4429,9
1719,27.0662,16.6311,18
931,13.4801,21.077,10
1563,8.2614,15.2465,16
2855,14.66,22.2569,29
1636,13.1765,14.6922,17
2156,15.1177,27.7953,22
2491,22.3903,6.3869,25
42,24.8375,5.4416,1
2435,21.5071,5.0897,25
672,20.824,27.954,7
656,20.6791,26.9512,7
1273,15.7479,9.3424,13
2094,10.2716,20.3709,21
2780,9.8484,23.8393,28
479,5.8694,20.3709,5
451,6.1592,21.0908,5
2733,9.7886,24.5592,28
2959,4.1605,10.0416,30
1693,11.9414,14.6255,17
2286,25.4815,27.2479,23
2386,27.2617,20.0374,24
1577,7.5645,15.9089,16
2642,23.8278,12.7579,27
1626,10.842,14.0896,17
361,24.6512,24.9433,4
2171,13.9631,27.5032,22
1731,27.0478,17.8271,18
2793,10.589,23.8531,28
2672,22.8963,11.7505,27
951,13.0983,20.8539,10
916,12.4382,22.0959,10
41,25.8955,5.4393,1
2968,6.3662,9.4045,30
119,16.7898,12.2128,2
99,26.0243,7.5576,1
1151,25.2998,13.5905,12
427,4.7286,19.2761,5
727,12.9925,20.2927,8
2368,25.4033,22.7284,24
391,25.6862,23.1999,4
569,27.0179,9.6023,6
439,5.6256,21.2702,5
571,27.0179,10.6166,6
1339,15.603,16.1619,14
1945,5.8418,27.4595,20
217,8.5029,9.1791,3
2272,24.9065,26.6867,23
949,12.774,21.7049,10
626,22.273,27.7723,7
3000,5.8441,17.3993,31
1296,14.7658,8.7237,13
1908,4.908,29.2995,20
2041,8.8364,20.7849,21
631,20.5687,27.4618,7
2861,17.0106,21.8383,29
508,27.3077,9.2964,6
1763,28.6486,16.5667,18
1994,4.8505,27.9793,20
306,24.9111,24.8168,4
13,25.4999,5.6739,1
628,21.7785,26.712,7
1706,26.8132,17.7052,18
600,19.9339,27.9149,7
441,5.4393,19.6602,5
886,17.0842,25.424,9
1759,27.4549,17.4959,18
882,18.8184,26.8086,9
1788,27.0248,17.4913,18
447,6.012,19.7706,5
2729,10.0439,24.3936,28
2047,8.1119,21.7785,21
2322,26.6292,22.1626,24
1277,15.6306,9.2182,13
2519,22.9377,16.6817,26
374,24.0946,24.4672,4
1664,12.498,14.5036,17
983,12.7717,21.0057,10
3080,6.0488,16.2102,31
523,26.2543,10.3314,6
83,25.2446,5.9591,1
2315,27.103,21.3277,24
2178,14.0804,27.5331,22
274,9.5678,10.5683,3
2731,10.4119,25.9737,28
2974,4.7033,9.3608,30
607,21.4841,28.1242,7
1369,15.5823,13.8297,14
457,6.5134,21.4151,5
1637,10.9455,14.8854,17
1757,26.6154,17.7834,18
729,14.7842,18.2319,8
1685,12.222,14.6623,17
2277,25.9622,27.0064,23
1104,25.562,15.1476,12
2514,22.8043,15.4052,26
2986,5.6555,10.2969,30
2883,16.6104,20.9459,29
1160,26.9213,14.5473,12
1110,24.8329,16.0377,12
694,21.1506,27.5722,7
1802,11.509,8.7743,19
125,17.8984,9.945,2
1807,13.0017,6.6192,19
3054,5.6394,17.9766,31
247,7.3575,10.3268,3
2104,14.2276,27.4802,22
2962,6.081,10.1612,30
535,27.9264,10.7109,6
432,5.5244,20.4353,5
2585,22.8572,16.2033,26
3023,5.4117,17.0819,31
1598,8.059,14.476,16
1823,10.9018,9.2573,19
2859,15.3799,21.3116,29
1872,12.1461,7.7554,19
2471,22.2086,5.5221,25
959,12.36,20.5779,10
1368,16.1182,15.2534,14
161,16.8197,12.1162,2
1826,12.5118,8.933,19
77,25.1204,4.6504,1
494,5.5566,20.3778,5
2414,21.4519,4.701,25
1864,11.3733,8.2315,19
472,7.231,19.8856,5
2717,8.6547,24.757,28
1536,9.1745,14.7888,16
1175,26.6614,15.7088,12
1674,11.5297,14.0528,17
206,7.6289,9.899,3
2454,22.9814,6.8515,25
852,18.2894,26.7166,9
2160,13.6825,26.7695,22
2015,9.2113,21.9556,21
2403,22.9837,6.2075,25
287,7.8175,8.6938,3
2354,26.6959,21.6589,24
2009,9.3838,21.2357,21
1349,17.7995,14.1218,14
2835,15.5547,21.9096,29
1480,21.1322,19.8557,15
3069,6.9872,17.2383,31
1811,11.8379,8.1648,19
1061,23.3218,8.9468,11
170,18.1422,11.9966,2
2172,13.855,26.6223,22
2678,22.9308,13.2455,27
1422,18.6298,19.8051,15
2441,21.1575,4.8804,25
250,8.8249,9.9335,3
1438,21.1161,19.5544,15
901,12.061,21.4979,10
1959,4.3376,27.3077,20
498,2.907,20.5641,5
1829,10.8949,9.9036,19
554,26.988,9.991,6
467,7.2701,20.0558,5
78,25.2538,5.5681,1
2206,25.2216,27.1743,23
1850,11.0812,8.4523,19
2892,14.844,22.0729,29
1832,12.337,8.2614,19
615,22.1603,28.483,7
2117,13.7423,25.1411,22
851,18.8184,25.0537,9
2694,22.1994,11.6861,27
379,24.8191,24.9778,4
43,25.4562,6.702,1
967,11.3664,20.9275,10
2878,14.2529,21.6911,29
2570,22.9837,15.8974,26
1258,15.3293,8.6685,13
2797,10.4441,24.0785,28
1177,26.4383,15.0418,12
1528,9.3125,15.3592,16
2958,3.8017,10.704,30
1506,7.7416,15.3707,16
2899,13.9999,21.6474,29
1208,16.9738,9.439,13
2826,17.3924,20.8516,29
1114,24.4649,14.5496,12
1682,12.1714,15.4052,17
1250,15.6421,8.8663,13
1046,24.2234,7.5461,11
1204,16.3252,8.5903,13
1765,27.5124,17.0313,18
1154,24.2947,13.4318,12
2610,22.7606,11.4193,27
884,17.8432,25.9622,9
2687,22.3581,11.6424,27
6,25.2722,6.8676,1
2014,8.6294,23.0297,21
2095,8.5351,22.0315,21
1885,11.7919,8.0613,19
122,16.7714,11.3871,2
2718,10.7776,24.4902,28
513,27.7148,11.1755,6
1502,8.8341,15.0855,16
2792,10.1796,22.3167,28
1895,10.9501,8.6156,19
1219,14.016,10.1267,13
891,17.512,26.0036,9
1023,22.4639,6.6353,11
1507,8.7375,15.1407,16
2997,4.1076,10.7132,30
417,5.0897,19.8902,5
480,5.7406,21.3898,5
158,16.615,12.0702,2
2103,14.4737,25.5712,22
2080,9.1584,20.9436,21
2841,14.6485,21.1368,29
101,18.1606,12.5486,2
1142,27.0018,14.8417,12
726,13.9562,19.5935,8
1631,11.1778,14.3702,17
2651,23.1539,11.417,27
106,17.259,11.7482,2
756,12.8338,18.2204,8
2153,13.1627,26.8454,22
2090,7.6726,21.2334,21
1520,8.795,15.1867,16
2749,10.3452,24.6535,28
1022,22.3259,7.8635,11
1487,19.7798,20.3134,15
984,13.4111,21.8889,10
1280,16.0952,9.6184,13
587,27.0823,10.0876,6
490,6.3455,20.0834,5
375,23.4299,25.0652,4
1751,26.551,17.6247,18
2853,15.7502,21.8912,29
2121,14.8233,26.2842,22
156,17.4384,12.2128,2
1931,4.149,27.2985,20
2459,23.0527,5.1702,25
238,9.715,9.9151,3
1401,19.7683,19.9868,15
155,17.6339,10.8144,2
1272,16.4126,9.7656,13
2961,4.2916,9.1492,30
995,11.7413,22.1488,10
2617,23.4253,10.8558,27
2502,22.894,15.2833,26
565,27.1375,10.9432,6
1782,27.5423,16.4609,18
2115,15.4719,26.8868,22
342,26.0404,23.8761,4
2732,11.0766,23.8715,28
2910,3.9788,10.2233,30
2599,23.3931,15.9549,26
2239,25.7943,28.4807,23
443,4.9839,19.5705,5
1199,25.3412,13.9631,12
2880,16.0354,23.2482,29
894,17.7558,26.0266,9
300,24.0394,24.6765,4
836,17.8685,26.7718,9
843,18.0801,26.0887,9
685,21.4588,27.4227,7
602,21.3047,25.7023,7
1993,4.3905,27.8252,20
1185,26.7925,14.2345,12
2785,10.083,24.1015,28
2216,28.7268,26.7212,23
888,17.4062,25.9024,9
1790,27.563,16.9324,18
511,27.3445,9.3769,6
997,11.8862,20.8746,10
2504,22.5214,15.9871,26
1783,27.4043,17.0865,18
975,12.0426,21.215,10
834,17.8018,26.7097,9
2876,14.4921,21.5531,29
2847,15.4903,21.3415,29
927,11.2537,20.6446,10
2629,22.0315,11.5297,27
2757,8.519,22.8986,28
406,4.3951,20.1363,5
1235,14.6945,8.6938,13
1410,21.3921,19.0691,15
3,25.2285,4.7447,1
591,27.0478,10.4809,6
2215,25.1963,27.2479,23
2918,4.6527,9.4068,30
627,22.5835,26.4222,7
520,26.6223,10.2762,6
1644,11.6884,15.0119,17
1771,26.1646,15.9687,18
2748,10.175,25.1779,28
947,11.0927,21.9234,10
584,26.9052,9.0319,6
2911,4.1237,10.2187,30
2747,9.4712,24.7915,28
1747,26.3118,16.2907,18
1730,28.2898,17.9536,18
1215,16.6564,9.9243,13
1136,26.1853,16.1872,12
1754,27.0386,15.8077,18
612,20.847,28.2852,7
2891,15.879,20.4192,29
2688,22.0683,12.2864,27
355,24.8007,24.5017,4
72,25.2538,5.5727,1
996,12.0472,20.6377,10
943,11.6631,22.4685,10
2462,21.9027,4.701,25
1690,12.6751,14.798,17
1279,14.9314,9.9887,13
1713,27.9862,17.3602,18
2072,8.864,21.5117,21
2969,4.6619,10.4648,30
559,26.9811,10.2969,6
1916,6.2673,26.8638,20
1318,16.5943,15.511,14
534,26.7626,9.6253,6
1470,20.2375,19.3405,15
2231,24.0601,27.1904,23
233,8.6271,11.8379,3
496,4.7677,20.5503,5
311,25.953,26.1692,4
1433,19.536,20.0581,15
1893,10.9064,7.2655,19
669,19.5222,27.5147,7
611,22.802,27.3836,7
2202,26.0795,28.0667,23
767,12.8384,18.984,8
2669,21.6865,12.0403,27
2240,24.9962,27.8045,23
1952,4.8321,28.1035,20
1033,21.8958,8.9905,11
477,5.322,19.5705,5
3013,4.3192,16.661,31
1360,16.2953,15.2189,14
235,7.9233,10.4004,3
1865,9.7909,9.1561,19
40,25.1618,6.3064,1
2052,8.9169,19.8419,21
1522,7.8888,15.1039,16
2821,15.2672,21.422,29
867,18.3837,24.6167,9
1314,16.0745,14.0022,14
1452,19.7798,20.1915,15
889,17.144,26.1393,9
1974,5.9729,27.9908,20
288,9.0089,10.3958,3
2075,8.0475,20.0328,21
1350,15.6421,14.1678,14
2457,21.8705,4.1858,25
1999,4.3652,25.9622,20
1190,25.7897,15.1453,12
2833,15.2557,21.2265,29
74,25.5436,5.9844,1
2294,24.228,27.1076,23
452,5.4117,19.3405,5
1191,26.7534,15.6398,12
1680,10.129,14.4852,17
2985,5.0115,10.3981,30
2917,5.2829,10.1911,30
318,24.9134,24.6052,4
580,26.7051,10.3406,6
2099,8.0268,20.3249,21
69,26.7718,5.5336,1
3075,6.9849,17.1785,31
1866,11.647,9.163,19
215,8.1648,10.3061,3
566,27.31,9.3401,6
2712,11.0122,25.3412,28
1256,15.3638,8.9238,13
2948,5.2737,10.98,30
1283,16.1826,8.8962,13
1051,23.4529,9.1998,11
2612,22.4432,11.1341,27
2759,10.5522,22.9055,28
2643,23.607,12.1553,27
234,7.806,11.4975,3
2113,13.2363,26.1554,22
1224,15.7594,8.4017,13
1105,26.4084,14.6163,12
399,25.6632,23.9773,4
2477,23.2505,5.1886,25
1694,11.4055,14.6439,17
1937,5.3565,27.1145,20
461,5.2898,19.7545,5
2157,14.568,25.7483,22
1377,17.9007,14.3127,14
3085,5.1909,16.1458,31
847,17.6201,24.5845,9
2447,21.8199,5.8234,25
1276,16.2148,8.3258,13
1515,8.7766,14.7336,16
329,24.6903,24.0325,4
2344,26.459,22.4087,24
1652,10.6741,14.2184,17
796,13.188,18.6183,8
2971,4.3974,10.3866,30
3095,5.138,16.615,31
2913,4.563,10.7086,30
2993,5.7222,9.7472,30
652,21.6175,27.5538,7
1695,10.2233,13.4893,17
1164,25.3918,13.9976,12
1546,8.5535,16.5575,16
1209,16.6932,10.5361,13
1619,11.0904,14.6163,17
1564,8.7191,15.7939,16
380,24.2855,24.2694,4
2044,9.5563,21.7555,21
1091,22.3236,8.1556,11
881,16.661,25.447,9
1612,12.5486,13.9585,17
1745,27.8942,16.9209,18
62,26.39,7.0401,1
354,25.4447,24.0049,4
2306,27.3537,21.5945,24
3062,5.4968,16.1826,31
1499,19.8833,18.8529,15
1736,26.9972,17.1831,18
408,4.8045,21.1989,5
1017,23.5702,8.0889,11
90,25.148,5.9292,1
2916,4.3583,9.3102,30
905,12.2059,21.5899,10
2796,10.4395,24.0164,28
2375,27.8367,22.6226,24
2591,22.7951,15.5386,26
64,25.5275,4.9333,1
1602,12.1921,14.6209,17
183,17.5948,11.3848,2
642,21.8268,26.7649,7
1820,11.4009,8.4086,19
829,18.0732,25.447,9
359,25.9944,23.9796,4
1406,20.6975,19.8258,15
450,5.9016,20.1225,5
2715,10.4326,24.5178,28
1437,19.8971,19.3244,15
2056,7.6611,20.5043,21
723,14.9521,20.41,8
887,18.3055,25.0169,9
1362,17.0727,14.3242,14
1265,15.9595,10.0186,13
706,13.8596,18.0525,8
1595,8.8088,16.1159,16
2588,23.1378,15.9181,26
2187,13.0592,28.0368,22
1212,15.4558,8.45,13
2262,25.0997,29.0787,23
1976,4.5676,27.9172,20
189,18.9817,11.6999,2
2092,8.4201,19.6993,21
1613,11.3043,14.4553,17
2028,8.4569,21.3185,21
1737,26.9926,17.1923,18
833,18.5194,24.7731,9
223,9.2021,11.0076,3
2549,22.0683,17.2797,26
430,5.7337,20.502,5
920,12.7326,22.1971,10
912,12.5187,21.1506,10
2598,23.3149,17.0014,26
2888,15.5846,22.5053,29
793,15.2695,18.8069,8
275,8.9491,9.7863,3
2970,5.552,9.715,30
2987,4.9885,10.6557,30
555,26.7189,10.2624,6
1566,9.5563,15.6927,16
8,26.9834,6.633,1
1275,15.2143,10.0071,13
1459,21.1322,20.8033,15
955,12.1806,22.2063,10
2439,22.2224,4.6734,25
267,7.8359,9.4965,3
1066,23.0389,7.1942,11
964,11.6999,21.0356,10
2053,8.8042,22.2707,21
485,6.2006,20.1892,5
1877,11.9161,8.2246,19
503,26.6476,9.2412,6
1130,26.0381,14.3242,12
840,16.7116,26.2106,9
225,8.2085,9.9634,3
1479,20.6837,20.3916,15
1342,16.6196,15.0165,14
469,4.3376,19.7821,5
2102,15.2074,28.1196,22
1748,27.1628,16.73,18
1181,26.3118,14.5427,12
1144,25.6103,13.9378,12
1441,20.7343,19.95,15
1386,16.7875,15.4029,14
1429,20.7251,19.5429,15
24,25.8242,6.7848,1
2355,25.9139,23.2183,24
546,27.0478,10.2854,6
1032,22.6203,8.9169,11
2738,10.1405,23.2942,28
2886,15.4742,21.9694,29
2065,9.669,20.2674,21
917,13.7975,21.3392,10
2554,23.3448,16.4908,26
1169,26.3095,15.8422,12
1281,16.0722,9.0227,13
815,18.1169,24.5063,9
2133,14.4254,27.8022,22
140,18.2365,11.7666,2
2273,25.5413,28.3427,23
118,17.512,10.9915,2
1475,20.1478,18.3768,15
1271,15.0004,9.1791,13
2988,5.7636,10.5085,30
999,11.9943,21.9625,10
1955,6.5939,28.1771,20
860,18.0433,25.8334,9
2556,22.5559,16.73,26
2098,8.6593,21.0011,21
2790,10.5844,23.7749,28
325,23.7266,26.1094,4
2596,22.825,16.4954,26
667,21.8774,27.241,7
2998,4.6872,11.7666,30
1665,11.4009,13.6963,17
1753,26.7166,17.5143,18
1615,11.3664,13.7814,17
2064,7.668,20.3916,21
367,25.4792,24.1912,4
721,14.4622,19.5912,8
397,24.665,23.6208,4
937,12.6935,20.732,10
2188,13.4088,27.1513,22
2195,14.7727,26.4866,22
2067,8.611,21.5255,21
803,17.627,26.6982,9
1775,27.0524,17.6385,18
2730,10.5476,23.6208,28
589,26.3877,9.6989,6
1818,10.474,7.9302,19
2361,27.2548,20.8562,24
1206,14.4116,9.485,13
818,16.2171,25.4562,9
789,13.6963,18.7977,8
1825,11.2859,8.082,19
1887,10.474,8.588,19
683,21.215,27.241,7
244,8.1717,9.0687,3
2193,12.8085,26.574,22
972,11.6838,20.9045,10
339,23.3218,24.8766,4
1302,15.7617,14.3472,14
315,24.1498,24.6788,4
1579,8.1257,15.3546,16
1989,5.5083,27.6642,20
1585,7.2126,15.488,16
2706,10.7822,23.3402,28
1269,15.764,8.9169,13
1232,14.5289,8.7306,13
378,25.6517,23.9451,4
661,20.6354,29.7871,7
2989,5.483,11.1111,30
48,25.7253,6.7296,1
2237,25.7736,27.4549,23
3050,6.6537,17.0198,31
387,25.1434,23.7036,4
453,4.9724,20.0167,5
2316,27.6159,22.319,24
2247,25.6195,29.8538,23
863,18.2411,25.0583,9
34,25.2492,5.6486,1
220,7.8428,9.9703,3
127,16.4632,10.658,2
757,14.8716,17.9076,8
2665,23.1677,12.3209,27
2766,10.9041,24.0095,28
639,21.0195,26.505,7
1002,23.9842,8.6984,11
1309,17.6224,12.9212,14
1431,19.7775,18.8828,15
2388,28.5014,21.9326,24
2482,22.2707,5.5773,25
1835,12.061,8.3465,19
1971,6.1086,27.885,20
2357,27.2525,21.8613,24
363,25.2308,25.3205,4
1053,22.0131,8.3603,11
2807,16.5644,21.0103,29
877,18.041,25.7575,9
1726,25.8518,18.6183,18
2077,8.6915,20.3778,21
2782,10.1773,24.7271,28
2464,21.8475,6.7549,25
1627,11.7459,15.166,17
1672,11.7436,13.8964,17
241,7.4081,9.8001,3
1134,26.3946,16.7967,12
2699,23.2321,12.0426,27
1243,15.5938,8.5144,13
1599,8.7766,15.3868,16
1991,5.5382,27.3008,20
1632,12.3807,13.5951,17
3098,6.4444,16.2033,31
1370,15.2051,14.039,14
2784,11.8563,25.9346,28
1648,11.6056,14.66,17
280,8.6892,9.7219,3
857,19.6924,24.5293,9
2751,9.5103,25.9369,28
261,8.2729,11.1157,3
2004,8.8134,21.1,21
1703,28.3933,16.822,18
1758,27.379,17.9076,18
499,6.5709,20.4031,5
1367,16.6886,14.7198,14
2317,26.2612,22.4294,24
687,21.8222,27.1835,7
2652,22.8641,13.142,27
1425,20.2536,19.1036,15
1344,16.0952,14.3633,14
197,18.3124,11.6631,2
510,25.953,8.2131,6
2255,25.2883,28.0391,23
33,25.217,7.7531,1
2890,15.3247,22.3926,29
29,25.677,5.9085,1
1466,20.8608,19.1979,15
31,25.0491,6.0603,1
386,24.5914,25.5781,4
1069,22.2523,7.599,11
1040,22.9147,7.8152,11
2772,11.003,24.2372,28
1266,15.971,9.623,13
538,26.1577,9.5632,6
1122,26.0887,15.8997,12
1025,23.9129,8.5489,11
799,14.2897,16.8427,8
2536,22.9193,16.4195,26
588,26.8707,10.3475,6
1539,9.6506,15.5685,16
184,17.7328,11.6562,2
2443,23.5955,5.3795,25
383,25.4401,24.4189,4
2924,5.2714,9.2826,30
2366,27.5768,21.5899,24
2302,26.6775,21.4588,24
2304,27.2157,23.9359,24
1179,25.7805,15.212,12
2685,23.722,11.7367,27
2266,25.5114,28.9407,23
2555,23.4713,17.6132,26
2287,24.0946,27.0938,23
654,21.9717,27.4342,7
475,6.1247,20.088,5
2412,21.8153,5.2323,25
990,11.4653,20.9689,10
1830,11.1502,8.1924,19
488,5.4209,21.2518,5
1148,27.5561,13.2133,12
2907,4.5929,8.9054,30
449,4.2042,20.9942,5
2472,22.5421,5.874,25
3055,5.4761,16.9186,31
666,21.1368,28.2576,7
644,20.6607,26.7902,7
670,20.6814,26.8477,7
1237,16.0032,8.6087,13
486,5.6463,18.9334,5
2530,22.963,15.9802,26
187,17.0428,11.3595,2
2434,22.5007,5.3381,25
2693,24.0946,11.9874,27
2154,15.5961,25.0813,22
137,16.1251,10.6649,2
2033,8.9238,20.2444,21
1881,11.7321,7.7577,19
65,24.8973,7.1919,1
1603,12.0081,16.1136,17
46,24.4649,7.2471,1
585,27.2433,12.5624,6
2589,23.1447,14.9705,26
2895,15.5731,21.2449,29
2889,15.1706,21.7762,29
1257,15.9664,9.991,13
1770,25.8058,17.2751,18
731,14.3426,19.7062,8
1030,23.3908,9.2251,11
592,26.7741,8.8272,6
1365,14.5588,14.4001,14
384,25.2722,24.7708,4
2311,26.3394,23.2551,24
821,18.1123,26.5257,9
3008,6.6882,16.2424,31
2532,24.2096,16.1205,26
842,17.4844,25.5735,9
1029,23.0182,8.7858,11
2557,23.5242,15.2971,26
1535,8.7674,15.2534,16
1388,16.3597,17.1233,14
988,10.6971,21.5508,10
637,21.7325,26.5901,7
2473,20.1501,7.231,25
766,14.637,19.6464,8
1056,23.5426,8.8778,11
1288,17.1187,10.4602,13
1412,20.4813,19.0162,15
1676,10.7086,15.4696,17
1920,7.1482,27.9724,20
1097,24.0509,9.324,11
2656,23.8577,11.8126,27
2774,11.3526,23.5058,28
890,18.6896,25.5206,9
2367,26.321,22.0292,24
204,7.8704,10.957,3
2339,26.2566,21.8889,24
1743,26.6062,18.2963,18
938,11.164,21.974,10
2144,13.9907,25.6471,22
