x1,x2,y
6.3455,16.8772,31
27.3077,9.2964,6
5.9223,16.9899,31
25.2952,27.057,23
5.2254,28.5014,20
24.7984,27.4687,23
25.7161,5.5152,1
10.6695,14.2506,17
15.1177,27.7953,22
22.5835,8.5029,11
26.988,9.991,6
25.4792,24.1912,4
6.7388,17.2337,31
14.4691,25.2446,22
15.3546,19.1772,8
26.6223,10.2762,6
9.1538,21.7509,21
16.0745,14.0022,14
22.0637,27.8965,7
23.2252,11.9989,27
5.6463,18.9334,5
10.1773,24.7271,28
13.1466,19.1312,8
22.1189,15.8284,26
14.2138,27.5331,22
22.0683,17.2797,26
4.7677,28.5727,20
24.9571,28.4646,23
6.3317,27.4365,20
23.1355,15.9756,26
4.3376,19.7821,5
13.3927,17.2521,8
10.9501,8.6156,19
16.2746,16.1412,14
13.4203,13.5146,17
10.0117,24.0394,28
10.1635,9.1239,3
26.0588,21.1207,24
21.2794,27.6389,7
24.9318,23.8623,4
18.3952,24.6719,9
9.4344,12.3485,3
16.2148,8.3258,13
5.7383,27.8551,20
26.8132,17.7052,18
4.3307,17.2567,31
23.4782,15.7686,26
10.9202,24.7708,28
5.2829,10.1911,30
26.6131,11.5734,6
5.0644,27.5676,20
9.8484,23.8393,28
28.046,18.0456,18
10.589,14.1379,17
13.2087,22.2408,10
12.8315,22.0223,10
9.2343,21.4611,21
25.7529,5.1564,1
17.0428,11.3595,2
22.6985,16.7001,26
21.215,27.241,7
11.4009,8.4086,19
10.9662,23.8646,28
26.9581,22.4662,24
25.8886,15.2695,12
5.7935,10.6005,30
25.2308,25.3205,4
13.2593,27.5952,22
16.4425,10.9915,13
16.7875,16.0653,14
5.092,27.5538,20
10.9064,7.2655,19
21.8774,5.2231,25
17.4752,24.6972,9
17.9191,25.4401,9
14.2092,26.1485,22
15.6766,22.3811,29
7.8428,14.4507,16
26.0565,17.1831,18
5.8901,16.9393,31
20.042,20.1915,15
22.1189,27.4618,7
17.9007,14.3127,14
21.2196,5.7636,25
19.7936,19.3244,15
5.5911,28.6877,20
24.9249,13.7607,12
24.32,28.0989,23
17.1969,14.9521,14
24.7938,28.7429,23
18.0939,26.0542,9
22.7077,15.3845,26
14.2598,26.0105,22
8.6593,21.0011,21
24.2947,13.4318,12
8.4569,21.3185,21
22.3075,26.2497,7
8.9008,16.017,16
26.8753,11.2882,6
26.7189,10.2624,6
24.4649,5.7521,1
24.596,24.458,4
8.9215,21.2863,21
24.5914,5.8004,1
8.7191,15.7939,16
11.5688,15.649,17
8.4132,21.1115,21
24.6535,23.0642,4
18.7908,10.497,2
20.7849,27.5446,7
23.4713,17.6132,26
6.7181,17.5971,31
10.129,14.4852,17
7.5461,10.7178,3
16.2171,15.0303,14
21.8544,11.164,27
16.0768,17.0313,14
22.8066,27.8321,7
13.855,26.6223,22
16.6817,26.1117,9
26.7557,8.8387,6
14.3587,26.0542,22
7.3966,15.8928,16
24.7478,7.783,11
26.6154,17.7834,18
20.3502,19.6694,15
21.8268,26.7649,7
26.9351,21.9096,24
8.6639,15.1913,16
17.3027,13.6388,14
26.7718,10.267,6
21.5646,20.4031,15
9.6184,25.3987,28
25.1158,6.1914,1
8.1671,15.3362,16
20.7826,20.4997,15
27.3169,9.117,6
11.2284,14.6531,17
22.296,6.0051,25
11.4699,6.8929,19
7.3966,16.1987,16
24.9709,23.9796,4
26.4084,21.5577,24
16.7277,13.8688,14
8.0314,9.5678,3
24.6903,24.0325,4
13.4962,26.5947,22
11.4745,7.415,19
14.1379,18.9909,8
27.2249,5.5727,1
9.1814,25.3895,28
23.1378,15.9181,26
24.297,23.975,4
9.7886,24.5592,28
9.6368,8.1947,19
11.5481,21.9809,10
17.6868,25.5206,9
14.7359,27.4825,22
25.1434,23.7036,4
16.6334,13.4295,14
4.7976,9.6897,30
16.1711,14.4208,14
25.8058,24.6328,4
4.8321,28.1035,20
11.8103,8.2269,19
14.6485,18.7724,8
25.4723,22.5513,24
14.6232,26.2865,22
26.9006,21.261,24
15.8905,21.1069,29
10.8903,24.734,28
13.4134,26.7672,22
13.1742,27.0156,22
20.4813,19.0162,15
6.173,19.3359,5
8.9583,20.3226,21
7.898,10.2049,3
4.1605,10.0416,30
17.8179,25.4447,9
16.1527,14.1218,14
21.905,12.4359,27
28.621,16.4632,18
4.793,20.364,5
9.0641,21.8015,21
4.8758,20.4468,5
27.31,9.3401,6
23.2712,16.3643,26
14.0919,26.0703,22
10.4395,24.0164,28
15.9641,15.0694,14
14.9958,21.8866,29
17.0727,14.3242,14
19.3865,20.4192,15
22.457,11.3158,27
14.8233,26.2842,22
15.8721,12.8867,14
27.2479,10.1842,6
27.126,21.974,24
4.8091,9.6529,30
4.9379,27.7424,20
6.0488,16.2102,31
13.8596,18.0525,8
21.8636,27.7746,7
11.7919,8.0613,19
22.4248,7.6542,11
9.3838,21.2357,21
17.9628,10.4625,2
26.6246,21.2403,24
27.4043,17.0865,18
18.5332,27.0064,9
14.4185,9.3102,13
24.1291,27.4181,23
17.3694,11.5596,2
14.3127,25.9645,22
10.0439,24.3936,28
12.6935,20.732,10
8.3005,21.2426,21
28.6486,16.5667,18
25.0997,29.0787,23
27.5124,17.0313,18
4.8758,10.9915,30
14.3587,18.225,8
9.6276,24.3108,28
23.0297,8.5075,11
26.2198,5.7337,1
23.2436,13.487,27
9.5563,14.9061,16
25.1618,6.3064,1
5.7912,19.7499,5
11.6378,8.9629,19
14.7359,27.5722,22
12.4152,19.2209,8
20.939,20.893,15
8.2315,20.9505,21
21.4588,27.4227,7
11.4446,13.0132,17
26.3095,14.5404,12
24.8076,8.2223,11
17.8018,26.7097,9
22.3029,27.54,7
10.1681,9.0802,3
24.4856,23.6553,4
12.6337,21.8176,10
10.5384,8.1648,19
21.1575,4.8804,25
18.5654,25.6862,9
21.9648,15.6605,26
5.7935,17.4499,31
16.9048,13.8964,14
26.1853,14.4668,12
21.7808,12.1047,27
25.4286,6.2834,1
5.3588,19.7062,5
21.8958,8.9905,11
4.8781,10.2095,30
18.0272,12.6176,2
3.8293,20.8424,5
15.4466,26.4107,22
26.3578,21.6359,24
26.2865,21.5646,24
21.3369,19.7177,15
7.8474,21.1046,21
14.2368,8.9537,13
17.3349,15.1798,14
7.7324,9.5954,3
18.8621,25.2055,9
4.8965,9.1515,30
24.6328,5.3473,1
5.9821,9.4137,30
8.2085,9.9634,3
25.3711,28.2898,23
13.1903,13.4502,17
11.6631,8.2039,19
26.6476,9.2412,6
20.7849,20.4767,15
5.5244,20.4353,5
26.9213,11.9966,6
15.2074,28.1196,22
24.2096,16.1205,26
14.0689,19.4233,8
26.1646,15.9687,18
27.8781,16.7806,18
25.1687,29.1247,23
22.8089,7.9923,11
17.4062,25.9024,9
13.188,22.3167,10
9.9289,24.7915,28
21.1805,26.8638,7
22.5421,5.874,25
25.2883,22.1902,24
6.1132,16.0446,31
16.7714,11.3871,2
8.9859,19.1082,21
23.607,12.1553,27
10.5982,24.7616,28
25.4148,27.2663,23
26.1485,10.6166,6
27.0432,9.6,6
4.8344,27.0524,20
27.7263,22.5467,24
17.466,10.4234,2
25.9323,14.8486,12
14.5519,21.9878,29
22.8572,16.2033,26
25.9944,16.6863,18
18.0134,26.6706,9
5.7613,19.5889,5
15.7571,15.258,14
23.7956,12.9327,27
26.9029,14.6439,12
13.4571,21.1851,10
4.3652,25.9622,20
4.701,9.8783,30
4.0708,10.5844,30
23.2206,26.8247,7
23.2689,6.0051,25
9.3125,20.8309,21
28.5014,21.9326,24
18.1008,11.3641,2
23.078,16.0699,26
25.8886,14.1954,12
15.373,19.4371,8
16.0676,10.8121,2
28.4117,18.1192,18
9.6828,21.5922,21
18.2158,26.4751,9
6.5525,26.9374,20
10.1796,7.9578,19
14.3679,25.861,22
17.6523,11.509,2
22.9377,16.6817,26
17.144,26.1393,9
20.6975,19.8258,15
26.1048,26.1876,23
24.389,8.8042,11
13.7262,19.8465,8
13.7101,26.5119,22
15.8629,14.7635,14
18.2388,11.4676,2
5.644,10.6327,30
10.5476,23.6208,28
27.6941,23.5265,24
8.7559,21.7716,21
26.7212,21.008,24
26.0243,7.5576,1
14.9429,21.4496,29
7.2149,16.7944,31
5.0552,18.5217,31
23.9543,11.5849,27
26.5855,6.8423,1
20.7251,19.5429,15
12.6613,26.5349,22
15.5662,22.6916,29
23.2597,8.3741,11
24.8996,24.5868,4
26.229,22.0982,24
24.7915,6.2627,1
23.0389,7.1942,11
12.4267,21.1414,10
29.5939,9.738,6
4.5676,27.9172,20
21.6014,20.4905,15
5.552,15.557,31
6.081,10.1612,30
26.2612,22.4294,24
10.5476,14.0666,17
9.1722,10.5729,3
4.6251,27.8045,20
19.7798,20.3134,15
23.2873,23.1148,4
16.4126,9.7656,13
11.5274,15.1131,17
26.0036,25.7782,4
17.9651,12.5256,2
14.5634,7.2057,13
23.4253,17.1509,26
16.6196,13.7768,14
6.9688,27.563,20
15.971,9.623,13
8.9307,22.3121,21
8.6639,15.8514,16
18.1123,26.5257,9
15.9181,11.4124,2
12.8085,26.574,22
14.2529,21.6911,29
26.3118,16.2907,18
8.6892,9.7219,3
25.6931,15.4443,12
26.6614,7.3414,1
21.7831,26.7511,7
17.9697,26.8017,9
18.1675,25.7506,9
12.5187,21.1506,10
16.3206,16.1596,14
27.6021,18.9288,18
16.1734,15.2212,14
25.8035,6.1937,1
12.4428,21.8636,10
24.3039,15.4903,26
3.9604,21.5669,5
8.8088,16.1159,16
25.4401,24.4189,4
7.8934,11.3756,3
10.0669,26.0749,28
26.3693,14.5795,12
11.0536,8.289,19
19.3313,19.6372,15
9.6874,15.4236,16
26.1853,16.1872,12
25.6954,5.9867,1
13.2317,27.8551,22
15.9871,9.8139,13
19.3727,19.5659,15
12.774,21.7049,10
20.5135,19.3405,15
12.2404,21.2472,10
16.7898,12.2128,2
18.041,25.7575,9
14.1586,25.5413,22
12.0081,21.7302,10
21.3852,19.5659,15
10.4027,23.6553,28
18.3607,11.8287,2
6.5939,28.1771,20
8.6409,15.9135,16
4.7447,26.8132,20
19.0139,25.4539,9
8.8456,11.5619,3
25.2262,27.5193,23
26.6729,17.3441,18
19.9385,18.1284,15
10.2026,24.1153,28
12.6107,14.959,17
24.8375,5.4416,1
20.6837,19.8695,15
5.897,17.3625,31
23.0527,5.1702,25
11.7735,8.1878,19
27.2916,11.9713,6
11.164,21.974,10
13.924,19.3888,8
26.4958,5.9039,1
27.7102,6.2535,1
15.5823,13.8297,14
20.6791,26.9512,7
6.2673,26.8638,20
26.7166,17.5143,18
19.0277,25.9691,9
8.8295,10.4648,3
9.3884,15.2672,16
25.7184,22.4915,24
8.7766,25.2837,28
17.8685,26.7718,9
20.3709,10.9524,27
15.2534,20.9712,29
22.687,10.8949,27
7.8888,15.1039,16
11.509,8.7743,19
22.4432,14.5703,26
27.0593,21.629,24
25.2446,5.9591,1
4.2916,9.1492,30
25.4194,14.4622,12
23.4759,16.8151,26
27.0662,16.6311,18
4.7217,16.0055,31
20.732,26.7557,7
20.18,21.3277,15
17.6224,12.9212,14
27.402,10.9087,6
11.6309,22.4708,10
15.6352,21.3944,29
21.8406,7.001,25
13.1995,16.9186,8
24.1935,8.6018,11
22.894,15.2833,26
17.0083,14.1011,14
14.0344,19.0507,8
4.54,9.278,30
7.737,10.3613,3
23.8324,17.3993,26
28.092,22.8411,24
14.7934,23.147,29
24.8122,9.2941,11
22.9193,16.4195,26
26.39,7.0401,1
7.2701,20.0558,5
20.7849,26.459,7
5.1196,10.2118,30
20.2053,27.6596,7
26.8891,17.0428,18
12.4382,22.0959,10
5.5566,11.1801,30
8.8042,10.3015,3
23.0274,15.833,26
24.9548,28.7107,23
17.7558,26.0266,9
25.7598,10.5614,6
24.067,16.6058,26
25.3872,15.6628,12
14.0482,17.926,8
9.5333,24.8697,28
27.0432,21.9487,24
24.435,27.8137,23
13.786,18.5217,8
27.9471,11.1686,6
11.3572,23.5587,10
22.9906,18.3239,26
10.4119,25.9737,28
25.7368,9.7403,6
23.2091,8.8939,11
22.5674,13.0707,27
21.4841,28.1242,7
26.4843,23.7105,4
23.745,27.4066,23
14.0459,26.3463,22
6.2282,10.1543,30
9.8024,23.9704,28
14.5657,23.1976,29
10.0784,21.9855,10
5.69,18.3952,5
17.3441,25.9898,9
20.9988,5.2645,25
5.0092,27.1651,20
23.1792,11.1111,27
7.3575,10.3268,3
22.7974,10.7477,27
24.2234,7.5461,11
11.9805,21.1069,10
16.8197,12.1162,2
13.7538,27.9471,22
25.1894,5.4991,1
5.3013,19.4233,5
20.2007,25.7138,9
14.5818,23.2758,29
27.793,22.5352,24
25.7184,23.9359,4
21.8107,27.333,7
15.7502,21.8912,29
6.5134,21.4151,5
16.6058,14.9912,14
12.9074,15.7755,17
15.5179,18.5286,8
13.8021,26.9673,22
8.1119,21.7785,21
13.9953,26.8615,22
11.4055,15.5892,17
21.8153,6.0718,25
27.2433,9.1561,6
4.149,27.2985,20
20.6377,19.3934,15
27.0455,22.5789,24
17.0106,21.8383,29
27.2433,12.5624,6
21.859,4.8827,25
12.0426,21.215,10
11.9759,20.8769,10
21.3921,19.0691,15
19.5682,19.881,15
15.5731,21.2449,29
24.2855,24.2694,4
9.6069,25.0698,28
23.2114,8.4109,11
6.8055,9.4459,30
21.8199,5.8234,25
11.0122,25.3412,28
16.2171,25.4562,9
22.1557,11.4308,27
16.0101,14.7612,14
8.6455,16.5483,16
5.3013,27.6251,20
21.5117,27.9517,7
6.1201,9.4137,30
6.1592,21.0908,5
21.8705,4.1858,25
23.2712,12.3209,27
18.8276,19.4279,15
21.8222,27.1835,7
25.9852,28.5313,23
9.9197,21.2012,21
9.5678,10.5683,3
26.8707,10.3475,6
23.837,24.8536,4
22.963,4.5193,25
10.7776,13.8711,17
12.4175,13.3053,17
20.0788,26.6177,7
27.126,20.7527,24
24.5385,29.7963,23
12.9948,20.7136,8
17.6132,13.4686,2
5.8004,15.4972,31
12.6613,21.0356,10
10.7776,24.4902,28
16.224,14.5174,14
25.7805,15.212,12
21.2311,5.9867,25
23.3747,28.3703,23
23.3908,9.2251,11
14.6324,8.5857,13
8.519,22.8986,28
21.9257,5.4048,25
26.7718,5.5336,1
4.3353,10.1658,30
6.3869,27.2364,20
20.3847,19.1197,15
11.1341,21.0655,10
22.3558,16.224,26
16.845,12.9235,2
17.7512,26.7902,9
3.6499,20.364,5
6.3616,27.5584,20
12.0679,20.8286,10
19.0139,26.4222,9
11.6838,20.9045,10
22.227,15.028,26
8.8686,14.982,16
24.1268,7.8175,11
19.7775,18.8828,15
18.4067,26.4038,9
27.6228,15.2741,12
23.9244,9.163,11
6.9872,17.2383,31
7.5139,13.8044,16
25.3136,28.0115,23
9.922,23.7059,28
4.8482,9.3102,30
16.7139,11.5849,2
15.6881,26.9742,22
9.0756,9.3723,3
16.3114,14.9521,14
11.0674,24.2165,28
22.5099,12.1093,27
9.5586,16.7967,16
16.0354,23.2482,29
8.8916,14.6968,16
20.939,20.3341,15
17.3924,20.8516,29
27.5216,16.5345,18
7.9969,10.7063,3
5.0966,27.3445,20
26.0726,10.911,6
9.2757,14.9061,16
5.4692,10.0094,30
16.5874,23.3931,29
26.9995,17.3234,18
18.8184,26.8086,9
22.7606,11.4193,27
27.8666,29.2903,23
14.6761,7.898,13
10.1796,24.6857,28
10.4579,13.5376,17
24.0486,25.4286,4
24.3637,26.8707,23
8.588,11.0329,3
13.901,18.1997,8
26.6821,22.9722,24
24.5362,16.9117,12
13.1052,19.4624,8
5.3266,16.6725,31
22.2086,5.5221,25
14.0873,28.6118,22
8.1648,10.3061,3
9.2458,24.849,28
24.0785,5.6693,1
7.2126,15.488,16
5.4393,19.6602,5
25.999,4.8551,1
10.1405,23.2942,28
10.819,24.8168,28
23.7266,26.1094,4
27.126,6.1109,1
22.6893,9.2136,11
4.3583,9.3102,30
8.1694,10.7868,3
5.7406,21.3898,5
22.5651,6.0718,25
20.9758,19.0944,15
21.583,3.7925,25
11.3135,9.2159,19
27.7332,16.9968,18
5.0621,20.1478,5
5.6486,27.2042,20
4.057,21.4519,5
27.7194,13.7998,12
25.2998,13.5905,12
21.4519,3.8776,25
23.8761,6.3754,25
24.0233,13.2179,27
13.0983,20.8539,10
16.6196,15.0165,14
12.4037,14.4093,17
17.8041,11.7022,2
12.4221,20.8056,10
12.6498,18.5792,8
11.3802,8.4086,19
9.393,23.239,28
8.6133,14.0459,16
16.2401,21.6934,29
28.0161,16.8726,18
12.8499,19.0645,8
4.6872,11.7666,30
14.384,9.9542,13
13.2386,19.5958,8
10.3567,24.3154,28
8.1602,20.7389,21
9.1584,15.3247,16
14.729,27.4756,22
16.6932,10.5361,13
15.8468,22.8572,29
27.3514,20.5894,24
23.5656,8.7375,11
24.6397,24.251,4
6.0879,16.1205,31
17.811,11.4768,2
7.8428,9.9703,3
14.1678,26.0542,22
7.9095,9.0066,3
22.1672,10.8006,27
17.4798,26.3969,9
25.8679,22.0039,24
11.9943,8.7858,19
16.3459,8.5696,13
16.8059,11.1318,2
25.9944,23.9796,4
15.1292,23.0343,29
22.4754,15.3063,26
26.3026,6.7802,1
27.1881,17.6339,18
23.9175,12.9258,27
23.2022,16.4287,26
20.2007,27.0363,7
11.9966,13.7446,17
18.5378,25.5252,9
16.6794,8.2844,13
22.4984,11.9575,27
15.2948,14.7658,14
24.8559,27.1191,23
20.6262,18.9932,15
13.9631,27.5032,22
5.5359,20.801,5
12.9718,15.3362,17
5.0644,17.5649,31
10.7822,23.3402,28
8.5351,22.0315,21
22.0729,5.2691,25
18.6298,19.8051,15
27.0478,17.8271,18
22.5398,8.1211,11
11.7022,8.289,19
26.3095,15.8422,12
16.6104,20.9459,29
11.3733,8.2315,19
8.5535,16.5575,16
24.1866,9.1814,11
24.0417,11.7804,27
4.3974,8.7605,30
9.4689,23.4667,28
16.0193,25.7368,9
7.6611,10.7592,3
17.4453,9.8668,2
21.6635,17.351,26
9.1837,9.8484,3
4.7263,26.3716,20
22.2454,5.8211,25
26.4084,14.6163,12
15.7479,22.6985,29
17.7995,14.1218,14
22.963,15.9802,26
8.4155,9.7633,3
25.6862,27.7378,23
16.4701,14.0137,14
21.7785,7.1482,11
12.1714,15.4052,17
23.0366,15.6743,26
24.6328,6.7503,1
3.9627,20.8884,5
9.5954,9.1469,3
18.0479,26.1669,9
24.9663,29.15,23
26.1508,24.5753,4
15.9733,15.7617,14
20.847,28.2852,7
9.5563,21.7555,21
25.148,5.9292,1
4.9034,26.8017,20
16.2631,10.0255,13
18.6275,25.3826,9
19.2715,18.4504,15
27.4135,22.3443,24
23.5518,15.8422,26
12.222,14.6623,17
23.6898,7.2655,11
9.2274,14.8233,16
20.5089,19.2945,15
11.6056,14.66,17
15.5915,9.3033,13
9.4712,24.7915,28
14.568,25.7483,22
7.6289,9.899,3
22.9791,11.5803,27
15.5961,25.0813,22
25.1411,27.0064,23
22.9147,7.8152,11
5.9269,27.8781,20
18.4941,12.5877,2
27.0179,9.6023,6
18.0732,25.447,9
14.6623,21.3277,29
9.209,14.8049,16
16.914,26.6821,22
15.1269,20.4468,29
10.3958,23.4368,28
18.3124,11.6631,2
23.0596,16.2585,26
5.897,29.2558,20
10.3567,24.3867,28
14.4737,25.5712,22
17.8363,11.8563,2
9.8783,19.5567,21
24.0946,24.4672,4
24.435,24.297,4
27.2732,19.5176,18
21.8659,6.0028,25
20.1777,20.0213,15
24.7984,24.4787,4
14.66,9.6989,13
26.9834,6.633,1
7.7577,9.9749,3
8.611,21.5255,21
10.083,24.1015,28
12.3807,13.5951,17
26.4084,12.6866,6
18.9817,11.6999,2
18.2411,25.0583,9
15.2465,22.1695,29
7.944,13.0891,16
8.4592,10.3337,3
4.7723,19.8373,5
19.6924,24.5293,9
5.4232,27.2709,20
26.0772,28.7268,23
28.2898,17.9536,18
22.365,11.8701,27
22.0062,11.5826,27
22.0683,12.2864,27
10.6051,6.9044,19
26.3946,16.7967,12
20.6423,20.226,15
22.7951,15.5386,26
9.3608,20.9551,21
22.9354,15.3661,26
13.8918,9.2987,13
23.0366,15.4144,26
11.8379,8.1648,19
15.4696,8.841,13
14.8003,22.2086,29
12.6751,7.4955,19
4.632,11.6723,30
4.9885,10.6557,30
23.3609,5.6601,1
21.6589,5.4646,25
22.0315,11.5297,27
11.1594,21.445,10
11.3641,7.0999,19
13.0753,28.7199,22
16.7875,15.4029,14
23.354,7.7577,11
25.539,6.3777,1
15.1729,22.8503,29
5.7498,16.5069,31
23.009,16.7116,26
25.7138,28.7935,23
8.9261,14.6508,16
24.2441,11.5734,27
17.6868,11.4354,2
5.6118,17.3809,31
24.665,23.239,4
24.6581,5.9936,1
9.8599,24.1199,28
8.7168,14.2437,16
17.6546,25.6287,9
23.1056,27.724,7
6.0511,16.1021,31
26.965,15.0717,12
11.7321,7.7577,19
4.701,9.1423,30
14.6485,21.1368,29
27.6297,10.0209,6
26.6959,21.6589,24
16.9853,25.3918,9
11.1755,25.9967,28
23.8485,28.0069,23
